breed_id,breed_name,breed_image,breed_group,Selling Price,height,min_height_cm,max_height_cm,weight,min_weight_kg,max_weight_kg,adaptability_value,friendliness_value,trainability_value,health_and_grooming_needs_value,physical_needs_value,life_span,monthly_expences,min_monthly_ecxpences,max_monthly_expences,highlights
351,Standard Schnauzer,https://www.dogtime.com/assets/uploads/2011/01/file_22950_standard-schnauzer-460x290.jpg,Working Dogs,"LKR 70,000 - LKR 90,000",17 to 20 inches,43.18,50.8,30 to 50 pounds,13.61,22.68,3,3,4,2,5,13 to 16 years,"LKR 11,000 - LKR 16,000","LKR 11,000.00","LKR 16,000.00","Standard Schnauzers were originally bred to be ratters, guard dogs, and all-purpose dogs on German farms. Their versatility, medium size, protective nature, and love of family make them an excellent companionÿdog breed.Although they can be somewhat territorial and stubborn, dogs of this breed also have high intelligence and energy. If you?re an experienced dog parent looking for a guardian and best friend to go with you on adventures, this may be the breed for you!"
352,Welsh Terrier,https://www.dogtime.com/assets/uploads/2011/01/file_23090_welsh-terrier-460x290.jpg,Terrier Dogs,"LKR 60,000 - LKR 80,000",14 to 15 inches,35.56,38.1,15 to 20 pounds,6.8,9.07,3,5,4,3,5,10 to 14 years,"LKR 10,000 - LKR 15,000","LKR 10,000.00","LKR 15,000.00","The Welshi?s joy, attitude, and brains all add up to one wonderful package: They?re a true Terrier. Affectionate with the whole family, even kids and other dogs, these high energy pups will be playmates with just about anybody. All that energy needs somewhere to go, though, so make sure you can keep up with plenty of exercise and mentally stimulating games. If you do, you?ll have a best buddy for life who will keep you moving!"
353,Affenpinscher,https://www.purina.co.uk/sites/default/files/2022-07/Affenpinscher.jpg?itok=k0_xr0L0,Companion Dogs,"LKR 50,000 - LKR 70,000",9 to 11 inches,22.86,27.94,7 to 9 pounds,3.18,4.08,3,3,3,2,4,12 to 14 years,"LKR 10,000 - LKR 15,000","LKR 10,000.00","LKR 15,000.00","Dogs of the Affenpinscherÿbreedÿwere originally created to act as ratters in homes, stables, and shops. Bred down in size, they moved up in the world, becoming ladies? companions. Today, they are happy, mischievous companion dogs.Affenpinschers adore their humans, but they prefer the company of adults. They don?t take well to rough play, chasing, or being held on a lap without the freedom to jump down on their own time. But grown-up pet parents will find that these dogs are loving, loyal, and protective despite their small size."
354,English Toy Spaniel,https://www.dogtime.com/assets/uploads/2011/01/file_23106_english-toy-spaniel-460x290.jpg,Companion Dogs,"LKR 55,000 - LKR 75,000",10 to 11 inches,25.4,27.94,8 to 14 pounds,3.63,6.35,3,4,3,3,3,10 to 12 years,"LKR 10,000 - LKR 15,000","LKR 10,000.00","LKR 15,000.00","English Toy Spaniels are easygoing. They don?t need a lot of exercise ? a casual stroll each day will do ? and they mostly prefer to stay inside, partially because they don?t tolerate extreme weather very well. Children will likely stir up a bit too much excitement for this relaxed pooch. A nice apartment with a calm pet parent will suit this breed just fine, and they?ll shower their human with plenty of affection in return."
355,American Water Spaniel,https://www.dogtime.com/assets/uploads/2011/01/file_22954_american-water-spaniel-460x290.jpg,Sporting Dogs,"LKR 60,000 - LKR 80,000",15 to 18 inches,38.1,45.72,25 to 45 pounds,11.34,20.41,3,4,4,3,4,12 to 15 years,"LKR 11,000 - LKR 16,000","LKR 11,000.00","LKR 16,000.00","The American Water Spaniel was bred to be an all-around hunting dog. Specializing in waterfowl, these skilled swimmers will happily retrieve from small boats, protected by their water-resistant double coats.This breed has the high energy of a dog born to chase and retrieve game, but given enough exercise, they can also make great family companions. If you can keep up and provide plenty of space to run, then this may be the breed for you!"
356,Cocker Spaniel,https://www.dogtime.com/assets/uploads/2011/01/file_22962_cocker-spaniel-300x189.jpg,Sporting Dogs,"LKR 60,000 - LKR 80,000",14 to 15 inches,35.56,38.1,24 to 28 pounds,10.89,12.7,4,4,4,3,3,12 to 15 years,"LKR 11,000 - LKR 16,000","LKR 11,000.00","LKR 16,000.00","The Cocker Spaniel is primarily a beloved companionÿdog breed, though they remain a capable bird dog at heart. Beautiful to look at?and labor-intensive to groom?the Cocker?s amenable, cheerful disposition also makes them a treat to have in the family."
357,Caucasian Shepherd Dog,https://www.dogtime.com/assets/uploads/2018/01/caucasian-shepherd-dog-breed-pictures-cover-460x261.jpg,Working Dogs,"LKR 90,000 - LKR 110,000",24 to 34 inches,60.96,86.36,80 to 220 pounds,36.29,99.79,3,3,3,4,3,10 to 12 years,"LKR 14,000 - LKR 19,000","LKR 14,000.00","LKR 19,000.00","Loyal, strong, and courageous, the Caucasian Shepherd Dog is a fierce family protector. They were bred to care for flocks and defend the home against wild predators in the rough Caucasus Mountain region. They?re also known as Caucasian Mountain Dogs, Russian Bear Dogs, Baskhan (Karachay) Pariy, Caucasian Ovcharka Dogs, or just CO, and there are many variants and types."
358,Chinook,https://www.dogtime.com/assets/uploads/2011/01/file_23232_chinook-460x290.jpg,Working Dogs,"LKR 75,000 - LKR 95,000",21 to 27 inches,53.34,68.58,55 to 70 pounds,24.95,31.75,3,5,3,3,3,12 to 15 years,"LKR 12,000 - LKR 17,000","LKR 12,000.00","LKR 17,000.00","Chinooks are generally sensitive and gentle dogs with a pleasant demeanor. They?re exceptionally smart and loving with their family members, including kids and other dogs. Novice pet parents should beware, though, because these dogs need experienced, consistent training. Although they can adapt to apartment life, these dogs would prefer homes with big yards to run around ? and those yards need to be secure. Chinooks are diggers, so make sure your yard?s fence is tough and capable of preventing Houdini-like escape attempts."
359,Bull Terrier,https://www.purina.co.uk/sites/default/files/styles/nppe_breed_selector_500/public/2021-02/BREED%20Hero_0027_bull_terrier.jpg?itok=gxeuyL0u,Terrier Dogs,"LKR 70,000 - LKR 90,000",21 to 22 inches,53.34,55.88,35 to 75 pounds,15.88,34.02,3,5,4,3,5,10 to 15 years,"LKR 11,000 - LKR 16,000","LKR 11,000.00","LKR 16,000.00","The Bull Terrier was originally developed in the 19th century as a fighting dog and, later, a fashionable companion for gentlemen, but these days they?re a family companion and show dog. They?re aÿdog breedÿdistinguished by their long, egg-shaped head."
360,American Staffordshire Terrier,https://www.dogtime.com/assets/uploads/2018/01/american-staffordshire-terrier-dog-breed-pictures-cover-460x260.jpg,Terrier Dogs,"LKR 70,000 - LKR 90,000",16 to 19 inches,40.64,48.26,40 to 60 pounds,18.14,27.22,2,4,4,3,4,10 to 15 years,"LKR 12,000 - LKR 17,000","LKR 12,000.00","LKR 17,000.00","The American Staffordshire Terrier is a muscular breed known for being strong for its size; however, they?re also loving and affectionate with human family members. American Staffordshire Terriers enjoy nothing more than being with the humans they care about, whether they?re out for a jog, playing in the yard, or cuddling up on the couch."
361,Newfoundland,https://www.dogtime.com/assets/uploads/2011/01/file_22938_newfoundland-460x290.jpg,Working Dogs,"LKR 85,000 - LKR 105,000",25 to 29 inches,63.5,73.66,100 to 150 pounds,45.36,68.04,3,5,4,4,3,8 to 10 years,"LKR 15,000 - LKR 20,000","LKR 15,000.00","LKR 20,000.00","The Newfoundland is a large, strongÿdog breedÿfrom?wait for it?Newfoundland. They were originally used as aÿworking dogÿto pull nets for fishermen and haul wood from the forest.They?re a capable and hardworking dog, well suited to work on land or water. They?re a strong swimmer and equally strong ?pack horse.? Sweet-natured and responsive, they make a wonderful family companion as well."
362,Lakeland Terrier,https://www.dogtime.com/assets/uploads/2011/01/file_23072_lakeland-terrier-460x290.jpg,Terrier Dogs,"LKR 55,000 - LKR 75,000",13 to 14 inches,33.02,35.56,15 to 17 pounds,6.8,7.71,3,4,3,3,4,12 to 15 years,"LKR 10,000 - LKR 15,000","LKR 10,000.00","LKR 15,000.00","Lakeland Terriers were originallyÿbredÿto hunt the foxes that preyed on sheep during the lambing season in Northern England?s Lake District. Today?s Lakies, as these lively, feisty little dogs are nicknamed, are affectionate, friendly, and self-confident."
363,Chesapeake Bay Retriever,https://www.purina.co.uk/sites/default/files/styles/nppe_breed_selector_500/public/2021-02/BREED%20Hero_0103_retriever_chesapeake_bay.jpg?itok=XKo9Qx0c,Sporting Dogs,"LKR 75,000 - LKR 95,000",21 to 26 inches,53.34,66.04,55 to 80 pounds,24.95,36.29,3,3,3,4,5,10 to 12 years,"LKR 12,000 - LKR 17,000","LKR 12,000.00","LKR 17,000.00","The Chesapeake Bay Retrieverÿdog breedÿoriginated as a water dog used to hunt and retrieve ducks in the chilly chop of Maryland?s Chesapeake Bay. The dog?s sturdy build, dense coat, stamina, and strength made them ideal for this purpose.Today, they?re still known as fine hunting dogs as well as a wonderful companions for active, experienced dog owners who can give them the structure and exercise they need. Novice dog parents and apartment dwellers beware."
364,Polish Lowland Sheepdog,https://www.dogtime.com/assets/uploads/2011/01/file_23194_polish-lowland-sheepdog-460x290.jpg,Herding Dogs,"LKR 70,000 - LKR 90,000",17 to 20 inches,43.18,50.8,35 to 55 pounds,15.88,24.95,4,4,3,2,4,10 to 12 years,"LKR 11,000 - LKR 16,000","LKR 11,000.00","LKR 16,000.00","Polish Lowland Sheedogs are intelligent, active, strong, and handsome with their characteristic multicolored, shaggy coat. In recent years, they?ve gained popularity as a companion dog. They?re highly affectionate with their human families and can even adapt to apartment life. Novice pet parents should beware, though, as these pups need plenty of exercise, and their coats need frequent grooming sessions to stay tangle free. If you can provide lots of physical activity and don?t mind a bit of extra brushing, this may be the breed for you!"
365,Fox Terrier,https://www.dogtime.com/assets/uploads/2011/01/file_23094_fox-terrier-300x189.jpg,Terrier Dogs,"LKR 55,000 - LKR 75,000",9 to 15 inches,22.86,38.1,15 to 19 pounds,6.8,8.62,3,4,4,2,5,10 to 15 years,"LKR 10,000 - LKR 15,000","LKR 10,000.00","LKR 15,000.00","The Fox Terrier was originally bred to flush foxes out of their hiding places during fox hunts. Today they?re primarily family companions and show dogs, although you?ll occasionally find them in the hunt country of the northeastern United States, still performing their traditional role.Fox Terriers are highly intelligent dogs, and they have plenty of energy. They?d do best with humans who can provide them with lots of exercise and playtime, or else they might find their own ways to stay entertained with unwanted behaviors. Keep your pooch physically and mentally stimulated, and you?ll have a loving, playful companion."
366,Staffordshire Bull Terrier,https://www.akc.org/wp-content/uploads/2017/11/Staffordshire-Bull-Terrier-On-White-01.jpg,Terrier Dogs,"LKR 70,000 - LKR 90,000",14 to 16 inches,35.56,40.64,24 to 38 pounds,10.89,17.24,2,4,3,3,4,12 to 14 years,"LKR 11,000 - LKR 16,000","LKR 11,000.00","LKR 16,000.00","Although they were created in 19th-century Britain to be a small, fast fighting dog, those days are long past. The Staffordshire Bull Terrierÿdog breedÿof today is a fine companion known for their courage, intelligence, and love of children.Fans of the breed lovingly refer to them as Staffy for short. Even though these are purebred dogs, you may find them in the care of shelters and rescue groups. Remember to adopt! Don?t shop if you want to bring one of these dogs home."
367,Collie,https://www.rover.com/blog/wp-content/uploads/border-collie-min.jpg,Herding Dogs,"LKR 70,000 - LKR 90,000",22 to 26 inches,55.88,66.04,50 to 70 pounds,22.68,31.75,4,5,3,3,3,10 to 14 years,"LKR 12,000 - LKR 17,000","LKR 12,000.00","LKR 17,000.00","The Collieÿdog breedÿis a native of Scotland, mostly of the Highland regions but also bred in the Scottish Lowlands and northern England, where they were used primarily as aÿherding dog.ÿThey?re great family companions and are still capable herding dogs.Collies are sensitive and intelligent dogs, known for undying loyalty and the amazing ability to foresee their owners? needs. They?re highly affectionate with their families, but that sensitivity means they don?t care much for being left alone for long hours of the day. Give them lots of love and companionship, and they?ll give it back tenfold to all members of their pack, including kids."
368,Cavalier King Charles Spaniel,https://www.dogtime.com/assets/uploads/2011/01/file_23100_cavalier-king-charles-spaniel-460x290.jpg,Companion Dogs,"LKR 80,000 - LKR 100,000",12 to 13 inches,30.48,33.02,13 to 18 pounds,5.9,8.16,4,5,3,3,4,9 to 15 years,"LKR 11,000 - LKR 16,000","LKR 11,000.00","LKR 16,000.00","Although they?re born to beÿa companion, the Cavalier King Charles Spanielÿdog breedÿretains the sporty nature of their spaniel ancestors. If they?re not sitting on a lap or getting a belly rub, nothing makes them happier than to flush a bird and then attempt to retrieve it.One of the largest of the toy breeds, Cavaliers are often as athletic as a true sporting breed and enjoy hiking, running on the beach, and dog sports such as agility, flyball and rally. Some have even shown their prowess as hunting dogs. The more restful members of the breed find success as family friends and therapy dogs."
369,Brittany,https://www.purina.co.uk/sites/default/files/styles/nppe_breed_selector_500/public/2021-02/BREED%20Hero_0026_brittany.jpg?itok=r98JJNaX,Sporting Dogs,"LKR 70,000 - LKR 90,000",17 to 20 inches,43.18,50.8,30 to 40 pounds,13.61,18.14,3,5,4,4,5,10 to 13 years,"LKR 11,000 - LKR 16,000","LKR 11,000.00","LKR 16,000.00","Brittanys wereÿbredÿasÿgundogs, and they definitely have birds on the brain. Although they?re often called Brittany Spaniels, the American Kennel Club dropped the word ?spaniel? from this pointing breed?s name in 1982.These energetic dogs are versatile family companions and hunting dogs who work more closely to hunters than other pointing breeds. If you can satisfy their high energy and exercise needs, this may be the breed for you!"
370,Samoyed,https://www.dogtime.com/assets/uploads/2011/01/file_22946_Samoyed-dog-breed-300x189.jpg,Working Dogs,"LKR 100,000 - LKR 120,000",19 to 24 inches,48.26,60.96,50 to 60 pounds,22.68,27.22,3,5,4,3,4,12 to 14 years,"LKR 14,000 - LKR 19,000","LKR 14,000.00","LKR 19,000.00","Originally bred to hunt, haul sledges, and herd reindeer, the Samoyedÿdog breedÿproved a valuable companion for northwestern Siberia?s Samoyede people. Among the breed?s duties: pack hiking, tracking, and warming their owners by sleeping on top of them at night.As a working breed, Samoyeds can be strong-willed at times, but above all they remain friendly, gentle, and devoted family dogs. They?re affectionate with almost everyone, so long as new people don?t mind some shedding and stray hairs on their clothes."
